Asset being sold,Asset being purchased,Dollar Value,Account Owner
TLSA,BTC,21,vk49No9e
FB,Cash,15,vk49No9e
Cash,FB,13,vk49No9e
Cash,FB,15,vk49No9e
TLSA,BTC,26,vk49No9e
GOOG,Cash,215,vk49No9e
Cash,FB,12,vk49No9e
FB,Cash,11,vk49No9e
GOOG,Cash,443,wPccxlgU
FB,Cash,14,vk49No9e
GOOG,Cash,47,vk49No9e
FB,Cash,15,vk49No9e
Cash,FB,19,vk49No9e
Cash,FB,21,vk49No9e
TLSA,BTC,23,vk49No9e
Cash,FB,9,vk49No9e
FB,Cash,9,vk49No9e
FB,Cash,13,vk49No9e
FB,Cash,20,vk49No9e
TLSA,BTC,17,vk49No9e
GOOG,Cash,67,wPccxlgU
FB,Cash,14,vk49No9e
FB,Cash,10,vk49No9e
BTC,TLSA,40,vk49No9e
BTC,TLSA,10,vk49No9e
Cash,FB,22,vk49No9e
Cash,FB,13,vk49No9e
Cash,GOOG,147,vk49No9e
Cash,GOOG,93,vk49No9e
Cash,GOOG,93,vk49No9e
FB,Cash,59,vk49No9e
GOOG,Cash,4276,wPccxlgU
Cash,GOOG,4276,wPccxlgU
Cash,GOOG,760,wPccxlgU
MSFT,BTC,61,wPccxlgU
MSFT,BTC,61,wPccxlgU
Cash,FB,24,wPccxlgU
Cash,FB,9,wPccxlgU
FB,Cash,21,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,58,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,GOOG,34,wPccxlgU
FB,Cash,104,wPccxlgU
Cash,FB,175,wPccxlgU
BTC,TWTR,19,Pl0eRMGi
BTC,TWTR,31,Pl0eRMGi
TWTR,BTC,299,Pl0eRMGi
TWTR,BTC,387,Pl0eRMGi
ZEN,Cash,740,Pl0eRMGi
Cash,ZEN,46,Pl0eRMGi
TWTR,BTC,52,Pl0eRMGi
BTC,TWTR,127,Pl0eRMGi
BTC,ZEN,472,Pl0eRMGi
BTC,ZEN,431,Pl0eRMGi
ZEN,BTC,510,Pl0eRMGi
ZEN,BTC,20,Pl0eRMGi
BTC,ZEN,18,Pl0eRMGi
BTC,ZEN,18,Pl0eRMGi
ZEN,BTC,12,Pl0eRMGi
ZEN,BTC,713,Pl0eRMGi
BTC,ZEN,800,Pl0eRMGi
ZEN,BTC,869,Pl0eRMGi
ZEN,BTC,1016,Pl0eRMGi
Cash,ZEN,25,79kRyE6h
BTC,TWTR,122,79kRyE6h
GOOG,Cash,82,79kRyE6h
Cash,GOOG,51,79kRyE6h
GOOG,Cash,9,79kRyE6h
Cash,GOOG,9,79kRyE6h
BTC,TWTR,454934,79kRyE6h
TWTR,BTC,194,79kRyE6h
GOOG,Cash,63,79kRyE6h
BTC,TWTR,86,79kRyE6h
Cash,ZEN,123,79kRyE6h
Cash,ZEN,41,79kRyE6h
ZEN,BTC,8350721,79kRyE6h
GOOG,Cash,244225,bdMfZ0Sk
GOOG,Cash,242539,bdMfZ0Sk
Cash,GOOG,241025,bdMfZ0Sk
GOOG,Cash,51,vk49No9e
Cash,GOOG,37,vk49No9e
BTC,TWTR,148,vk49No9e
Cash,GOOG,124,bdMfZ0Sk
TWTR,BTC,29,vk49No9e
TWTR,BTC,22,vk49No9e
GOOG,Cash,264,bdMfZ0Sk
Cash,GOOG,116,bdMfZ0Sk
ZEN,Cash,427876,vk49No9e
ZEN,Cash,25,vk49No9e
Cash,ZEN,24,vk49No9e
FB,Cash,77,bdMfZ0Sk
Cash,ZEN,28,vk49No9e
TWTR,BTC,146,vk49No9e
BTC,TWTR,50,vk49No9e
Cash,GOOG,88,bdMfZ0Sk
BTC,TWTR,45,vk49No9e
GOOG,Cash,79,bdMfZ0Sk
Cash,GOOG,1814,bdMfZ0Sk
GOOG,Cash,85,bdMfZ0Sk
GOOG,Cash,101,bdMfZ0Sk
GOOG,Cash,90,bdMfZ0Sk
Cash,GOOG,63,bdMfZ0Sk
GOOG,Cash,46,bdMfZ0Sk
GOOG,Cash,160,bdMfZ0Sk
GOOG,Cash,98,bdMfZ0Sk
Cash,GOOG,870,bdMfZ0Sk
TWTR,BTC,712,vk49No9e
BTC,TWTR,78,vk49No9e
Cash,GOOG,687,vk49No9e
Cash,FB,408,wPccxlgU
Cash,FB,10,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,FB,93,vk49No9e
Cash,FB,12,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,9,wPccxlgU
TWTR,BTC,90,vk49No9e
Cash,FB,37,wPccxlgU
Cash,FB,16,wPccxlgU
FB,Cash,23,wPccxlgU
TWTR,BTC,126,vk49No9e
FB,Cash,4,wPccxlgU
GOOG,Cash,501,wPccxlgU
GOOG,Cash,323,wPccxlgU
FB,Cash,26,wPccxlgU
BTC,MSFT,25,wPccxlgU
MSFT,BTC,26,wPccxlgU
Cash,FB,98,vk49No9e
BTC,MSFT,36,wPccxlgU
MSFT,BTC,27,wPccxlgU
BTC,MSFT,36,wPccxlgU
FB,Cash,108,vk49No9e
FB,Cash,424,wPccxlgU
Cash,FB,396,vk49No9e
GOOG,Cash,380,vk49No9e
MSFT,BTC,20,wPccxlgU
BTC,MSFT,20,wPccxlgU
FB,Cash,269,wPccxlgU
MSFT,BTC,17,wPccxlgU
BTC,MSFT,22,wPccxlgU
MSFT,BTC,15,wPccxlgU
Cash,FB,23,vk49No9e
GOOG,Cash,97,vk49No9e
MSFT,BTC,47,wPccxlgU
Cash,GOOG,93,wPccxlgU
Cash,FB,22,vk49No9e
Cash,FB,22,vk49No9e
FB,Cash,28,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,10,vk49No9e
FB,Cash,12,wPccxlgU
Cash,FB,18,vk49No9e
FB,Cash,11,wPccxlgU
Cash,GOOG,29,vk49No9e
Cash,GOOG,29,vk49No9e
MSFT,BTC,15,wPccxlgU
BTC,MSFT,32,wPccxlgU
MSFT,BTC,29,wPccxlgU
FB,Cash,20,vk49No9e
FB,Cash,13,vk49No9e
Cash,FB,12,wPccxlgU
Cash,FB,15,vk49No9e
FB,Cash,10,wPccxlgU
Cash,FB,10,wPccxlgU
FB,Cash,25,vk49No9e
FB,Cash,12,wPccxlgU
FB,Cash,16,vk49No9e
Cash,FB,10,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,17,wPccxlgU
TWTR,BTC,40,vk49No9e
FB,Cash,10,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,FB,17,vk49No9e
FB,Cash,14,wPccxlgU
Cash,GOOG,52,wPccxlgU
FB,Cash,20,vk49No9e
FB,Cash,15,vk49No9e
FB,Cash,14,vk49No9e
Cash,FB,11,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,32,vk49No9e
FB,Cash,11,wPccxlgU
FB,Cash,12,vk49No9e
FB,Cash,9,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,47,vk49No9e
FB,Cash,13,wPccxlgU
Cash,GOOG,93,wPccxlgU
Cash,GOOG,93,wPccxlgU
FB,Cash,12,vk49No9e
FB,Cash,17,vk49No9e
FB,Cash,23,vk49No9e
Cash,GOOG,311,wPccxlgU
FB,Cash,85,vk49No9e
Cash,FB,17,vk49No9e
BTC,TLSA,35,vk49No9e
GOOG,Cash,151,vk49No9e
Cash,FB,24,vk49No9e
Cash,FB,5,vk49No9e
FB,Cash,97,wPccxlgU
Cash,FB,34,vk49No9e
GOOG,Cash,60,wPccxlgU
GOOG,Cash,334,wPccxlgU
Cash,GOOG,68,vk49No9e
GOOG,Cash,187,vk49No9e
GOOG,Cash,187,vk49No9e
GOOG,Cash,30,vk49No9e
Cash,GOOG,30,vk49No9e
GOOG,Cash,38,vk49No9e
Cash,GOOG,38,vk49No9e
Cash,GOOG,28,wPccxlgU
Cash,GOOG,55,vk49No9e
Cash,GOOG,55,vk49No9e
GOOG,Cash,78,vk49No9e
GOOG,Cash,78,vk49No9e
Cash,FB,62,wPccxlgU
GOOG,Cash,29,vk49No9e
GOOG,Cash,29,vk49No9e
Cash,FB,45,wPccxlgU
GOOG,Cash,77,vk49No9e
Cash,GOOG,77,vk49No9e
GOOG,Cash,34,vk49No9e
Cash,GOOG,34,vk49No9e
GOOG,Cash,75,wPccxlgU
GOOG,Cash,40,wPccxlgU
GOOG,Cash,83,vk49No9e
GOOG,Cash,40,vk49No9e
GOOG,Cash,19,wPccxlgU
Cash,GOOG,33,wPccxlgU
Cash,GOOG,100,wPccxlgU
Cash,GOOG,35,wPccxlgU
Cash,FB,23,wPccxlgU
Cash,FB,31,wPccxlgU
BTC,TWTR,765,vk49No9e
GOOG,Cash,204,vk49No9e
FB,Cash,17,wPccxlgU
FB,Cash,20,wPccxlgU
FB,Cash,21,wPccxlgU
Cash,FB,37,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,FB,58,wPccxlgU
Cash,GOOG,39,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,41,wPccxlgU
Cash,FB,26,wPccxlgU
FB,Cash,21,wPccxlgU
FB,Cash,8,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,18,wPccxlgU
BTC,MSFT,109,wPccxlgU
MSFT,BTC,29,wPccxlgU
BTC,MSFT,24,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,23,wPccxlgU
FB,Cash,18,wPccxlgU
MSFT,BTC,20,wPccxlgU
Cash,FB,31,wPccxlgU
FB,Cash,29,wPccxlgU
MSFT,BTC,323,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,254,wPccxlgU
Cash,FB,153,wPccxlgU
MSFT,BTC,29,wPccxlgU
Cash,FB,92,wPccxlgU
Cash,GOOG,174,vk49No9e
Cash,GOOG,43,wPccxlgU
Cash,FB,19,wPccxlgU
GOOG,Cash,70,wPccxlgU
Cash,GOOG,75,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,GOOG,333,vk49No9e
GOOG,Cash,91,wPccxlgU
Cash,FB,51,wPccxlgU
Cash,FB,28,wPccxlgU
GOOG,Cash,49,wPccxlgU
Cash,FB,27,wPccxlgU
Cash,FB,11,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,58,wPccxlgU
Cash,FB,27,wPccxlgU
FB,Cash,37,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,GOOG,48,vk49No9e
GOOG,Cash,48,vk49No9e
Cash,FB,13,wPccxlgU
FB,Cash,223,wPccxlgU
FB,Cash,5,wPccxlgU
Cash,FB,4,wPccxlgU
Cash,FB,4,wPccxlgU
Cash,GOOG,305,wPccxlgU
Cash,GOOG,18,wPccxlgU
GOOG,Cash,16,wPccxlgU
Cash,GOOG,20,wPccxlgU
Cash,GOOG,20,wPccxlgU
GOOG,Cash,19,wPccxlgU
GOOG,Cash,21,wPccxlgU
Cash,GOOG,19,wPccxlgU
Cash,GOOG,37,wPccxlgU
GOOG,Cash,37,wPccxlgU
BTC,TWTR,162,vk49No9e
BTC,TWTR,24,vk49No9e
BTC,TWTR,9,vk49No9e
GOOG,Cash,20,wPccxlgU
GOOG,Cash,39,wPccxlgU
Cash,GOOG,39,wPccxlgU
GOOG,Cash,36,wPccxlgU
Cash,GOOG,36,wPccxlgU
GOOG,Cash,21,wPccxlgU
GOOG,Cash,40,wPccxlgU
GOOG,Cash,40,wPccxlgU
TLSA,BTC,84,vk49No9e
Cash,GOOG,157,wPccxlgU
Cash,GOOG,157,wPccxlgU
Cash,GOOG,37,wPccxlgU
Cash,GOOG,32,wPccxlgU
GOOG,Cash,32,wPccxlgU
GOOG,Cash,18,wPccxlgU
Cash,GOOG,458,vk49No9e
GOOG,Cash,70,wPccxlgU
Cash,GOOG,17,wPccxlgU
Cash,GOOG,22,wPccxlgU
Cash,GOOG,21,wPccxlgU
GOOG,Cash,337,wPccxlgU
GOOG,Cash,24,wPccxlgU
Cash,GOOG,20,wPccxlgU
GOOG,Cash,8507,vk49No9e
GOOG,Cash,33,wPccxlgU
Cash,GOOG,18,wPccxlgU
GOOG,Cash,22,wPccxlgU
Cash,GOOG,21,wPccxlgU
GOOG,Cash,32,wPccxlgU
Cash,GOOG,25,wPccxlgU
Cash,GOOG,177,wPccxlgU
Cash,GOOG,34,wPccxlgU
GOOG,Cash,34,wPccxlgU
GOOG,Cash,43,wPccxlgU
GOOG,Cash,43,wPccxlgU
Cash,FB,24,vk49No9e
Cash,GOOG,30,wPccxlgU
Cash,GOOG,30,wPccxlgU
GOOG,Cash,17,wPccxlgU
Cash,GOOG,189,wPccxlgU
FB,Cash,23,vk49No9e
Cash,GOOG,21,wPccxlgU
Cash,FB,42,vk49No9e
Cash,FB,1082,vk49No9e
FB,Cash,27,vk49No9e
Cash,FB,89,vk49No9e
Cash,FB,41,vk49No9e
FB,Cash,18,vk49No9e
Cash,GOOG,268,vk49No9e
Cash,FB,80,vk49No9e
GOOG,Cash,51,vk49No9e
Cash,GOOG,43,vk49No9e
Cash,GOOG,139,vk49No9e
GOOG,Cash,62,wPccxlgU
FB,Cash,38,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,FB,6,wPccxlgU
GOOG,Cash,36,wPccxlgU
FB,Cash,11,wPccxlgU
GOOG,Cash,54,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,18,wPccxlgU
GOOG,Cash,23,wPccxlgU
FB,Cash,7,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,GOOG,82,wPccxlgU
Cash,GOOG,82,wPccxlgU
Cash,GOOG,36,wPccxlgU
GOOG,Cash,36,wPccxlgU
GOOG,Cash,25,wPccxlgU
Cash,GOOG,25,wPccxlgU
Cash,GOOG,22,wPccxlgU
Cash,GOOG,22,wPccxlgU
Cash,FB,21,wPccxlgU
Cash,FB,35,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,FB,25,wPccxlgU
FB,Cash,13,wPccxlgU
Cash,FB,5,wPccxlgU
FB,Cash,4,wPccxlgU
FB,Cash,32,wPccxlgU
Cash,FB,266,wPccxlgU
FB,Cash,10,wPccxlgU
GOOG,Cash,34,wPccxlgU
Cash,FB,19,wPccxlgU
FB,Cash,19,wPccxlgU
FB,Cash,18,wPccxlgU
FB,Cash,20,wPccxlgU
MSFT,BTC,87,wPccxlgU
MSFT,BTC,29,wPccxlgU
MSFT,BTC,21,wPccxlgU
BTC,TWTR,106,vk49No9e
FB,Cash,6,wPccxlgU
FB,Cash,62,wPccxlgU
BTC,TWTR,241,vk49No9e
TWTR,BTC,102,vk49No9e
ZEN,Cash,126,wPccxlgU
GOOG,Cash,230,wPccxlgU
FB,Cash,298,vk49No9e
FB,Cash,291,vk49No9e
Cash,FB,85,vk49No9e
Cash,FB,190,vk49No9e
Cash,FB,22,vk49No9e
BTC,TLSA,11,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,FB,13,wPccxlgU
ZEN,BTC,221,6nSGzkUO
MSFT,BTC,681,YIgnIuj3
GOOG,Cash,409,YIgnIuj3
FB,Cash,4484,vk49No9e
Cash,FB,120,YIgnIuj3
Cash,FB,14,YIgnIuj3
Cash,FB,15,YIgnIuj3
Cash,FB,73,YIgnIuj3
FB,Cash,13,YIgnIuj3
Cash,FB,14,YIgnIuj3
Cash,FB,18,YIgnIuj3
GOOG,Cash,236,YIgnIuj3
BTC,TWTR,3013945,w5Hl1iqZ
FB,Cash,118,YIgnIuj3
BTC,TWTR,3634062,w5Hl1iqZ
TWTR,BTC,3634279,w5Hl1iqZ
TWTR,BTC,3634317,w5Hl1iqZ
MSFT,BTC,206,YIgnIuj3
MSFT,BTC,139,YIgnIuj3
TWTR,BTC,104,YIgnIuj3
Cash,GOOG,390,YIgnIuj3
MSFT,BTC,290,YIgnIuj3
Cash,FB,27,YIgnIuj3
Cash,FB,52,YIgnIuj3
FB,Cash,122,YIgnIuj3
FB,Cash,94,YIgnIuj3
Cash,FB,89,YIgnIuj3
FB,Cash,23,YIgnIuj3
Cash,FB,118,vk49No9e
MSFT,BTC,269,YIgnIuj3
GOOG,Cash,78,vk49No9e
GOOG,Cash,19,vk49No9e
BTC,MSFT,133,YIgnIuj3
TWTR,BTC,56,EAIemI1
ZEN,Cash,152,CVgaktY9
BTC,TWTR,76,EAIemI1
BTC,TWTR,46,EAIemI1
TWTR,BTC,54,EAIemI1
TWTR,BTC,217,CVgaktY9
BTC,TWTR,62,EAIemI1
TWTR,BTC,12,EAIemI1
TWTR,BTC,382,CVgaktY9
TWTR,BTC,81,CVgaktY9
ZEN,Cash,895,j1EnxDda
BTC,TWTR,7006836,CVgaktY9
Cash,FB,8,wPccxlgU
FB,Cash,6,wPccxlgU
BTC,TWTR,24,wPccxlgU
TLSA,BTC,90,wPccxlgU
TWTR,BTC,56,wPccxlgU
BTC,TWTR,46,wPccxlgU
Cash,FB,22,wPccxlgU
Cash,FB,13,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,14,wPccxlgU
Cash,FB,10,wPccxlgU
MSFT,BTC,39,wPccxlgU
FB,Cash,149,vk49No9e
Cash,FB,135,vk49No9e
Cash,GOOG,85,vk49No9e
GOOG,Cash,69,vk49No9e
BTC,MSFT,1346,YIgnIuj3
GOOG,Cash,58,vk49No9e
FB,Cash,44,vk49No9e
FB,Cash,52,vk49No9e
FB,Cash,374,vk49No9e
GOOG,Cash,57,vk49No9e
Cash,FB,10284,YIgnIuj3
Cash,FB,25,YIgnIuj3
TWTR,BTC,102,wPccxlgU
Cash,GOOG,146,vk49No9e
TWTR,BTC,108,YIgnIuj3
FB,Cash,59,vk49No9e
MSFT,BTC,494,wPccxlgU
Cash,FB,39,vk49No9e
GOOG,Cash,131,vk49No9e
FB,Cash,23,vk49No9e
BTC,TLSA,466,vk49No9e
FB,Cash,153,YIgnIuj3
Cash,FB,80,YIgnIuj3
Cash,FB,89,YIgnIuj3
Cash,FB,101,vk49No9e
Cash,GOOG,63,vk49No9e
FB,Cash,200,YIgnIuj3
FB,Cash,49,vk49No9e
Cash,FB,28,vk49No9e
BTC,TLSA,42,vk49No9e
GOOG,Cash,157,YIgnIuj3
BTC,TLSA,146,vk49No9e
FB,Cash,384,YIgnIuj3
Cash,FB,75,vk49No9e
FB,Cash,20,vk49No9e
FB,Cash,41,vk49No9e
GOOG,Cash,117,vk49No9e
BTC,MSFT,885,wPccxlgU
BTC,MSFT,966,wPccxlgU
BTC,MSFT,22,wPccxlgU
BTC,MSFT,29,wPccxlgU
MSFT,BTC,37,wPccxlgU
MSFT,BTC,18,wPccxlgU
MSFT,BTC,38,wPccxlgU
GOOG,Cash,336,YIgnIuj3
GOOG,Cash,178,vk49No9e
MSFT,BTC,35,wPccxlgU
MSFT,BTC,21,wPccxlgU
TLSA,BTC,97,vk49No9e
BTC,MSFT,18,wPccxlgU
FB,Cash,80,YIgnIuj3
BTC,MSFT,36,wPccxlgU
BTC,TWTR,57,b1pksSnU
TWTR,BTC,42,b1pksSnU
BTC,TWTR,151,wPccxlgU
BTC,TWTR,38,b1pksSnU
BTC,TWTR,27,RvkOmL6z
BTC,TWTR,83,wPccxlgU
Cash,GOOG,545,YIgnIuj3
TWTR,BTC,110,wPccxlgU
BTC,TWTR,786,YIgnIuj3
GOOG,Cash,146,YIgnIuj3
GOOG,Cash,482,YIgnIuj3
TWTR,BTC,26,Pl0eRMGi
TWTR,BTC,44,Pl0eRMGi
Cash,ZEN,106,wPccxlgU
Cash,GOOG,1109,YIgnIuj3
Cash,FB,11,wPccxlgU
TWTR,BTC,1554,j1EnxDda
MSFT,BTC,19607,YIgnIuj3
FB,Cash,28,YIgnIuj3
TWTR,BTC,76,NuFkCqUG
ZEN,Cash,123,BMcMDnnf
TWTR,BTC,42,BMcMDnnf
ZEN,Cash,336767,BMcMDnnf
BTC,TWTR,41,BMcMDnnf
BTC,TWTR,27,BMcMDnnf
BTC,TWTR,22,BMcMDnnf
BTC,TWTR,48,BMcMDnnf
BTC,TWTR,79,BMcMDnnf
GOOG,Cash,359425,BMcMDnnf
GOOG,Cash,122,BMcMDnnf
Cash,GOOG,179,BMcMDnnf
Cash,GOOG,80,BMcMDnnf
TWTR,BTC,49,BMcMDnnf
BTC,TWTR,40,BMcMDnnf
BTC,TWTR,184,SjUxmGUT
TWTR,BTC,6309,BMcMDnnf
TWTR,BTC,2420,BMcMDnnf
TWTR,BTC,72,BMcMDnnf
BTC,TWTR,41,BMcMDnnf
TWTR,BTC,45,BMcMDnnf
Cash,ZEN,1066,2OqrENNH
BTC,TWTR,312,PltZh5u0
Cash,FB,77951,YIgnIuj3
BTC,MSFT,423,YIgnIuj3
Cash,FB,44,wPccxlgU
GOOG,Cash,325,YIgnIuj3
FB,Cash,92,wPccxlgU
Cash,FB,5,wPccxlgU
MSFT,BTC,42,wPccxlgU
MSFT,BTC,42,wPccxlgU
BTC,TWTR,262,vk49No9e
Cash,FB,13,wPccxlgU
BTC,TWTR,38,vk49No9e
FB,Cash,6,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,131,YIgnIuj3
Cash,GOOG,69,wPccxlgU
Cash,FB,11,wPccxlgU
FB,Cash,8,wPccxlgU
Cash,FB,9,wPccxlgU
FB,Cash,6,wPccxlgU
FB,Cash,4,wPccxlgU
BTC,TWTR,62,wPccxlgU
TWTR,BTC,174,vk49No9e
BTC,TWTR,19,vk49No9e
TWTR,BTC,23,wPccxlgU
BTC,TWTR,67,vk49No9e
TWTR,BTC,35,vk49No9e
BTC,TWTR,63,wPccxlgU
TWTR,BTC,19,vk49No9e
TWTR,BTC,67,vk49No9e
TWTR,BTC,152,vk49No9e
GOOG,Cash,77101,vk49No9e
Cash,GOOG,427,vk49No9e
TWTR,BTC,313,wPccxlgU
BTC,TWTR,19,wPccxlgU
TWTR,BTC,14,wPccxlgU
BTC,TWTR,23,wPccxlgU
TWTR,BTC,34,wPccxlgU
TWTR,BTC,66,wPccxlgU
TWTR,BTC,34,wPccxlgU
TWTR,BTC,63,wPccxlgU
TWTR,BTC,20,wPccxlgU
BTC,TWTR,88,wPccxlgU
TWTR,BTC,157,wPccxlgU
BTC,TWTR,61,wPccxlgU
TWTR,BTC,64,wPccxlgU
TWTR,BTC,16,wPccxlgU
TWTR,BTC,32,wPccxlgU
BTC,TWTR,30,wPccxlgU
BTC,TWTR,18,wPccxlgU
Cash,GOOG,146,vk49No9e
Cash,GOOG,229,vk49No9e
TWTR,BTC,60,wPccxlgU
BTC,TWTR,49,wPccxlgU
TWTR,BTC,72,wPccxlgU
TWTR,BTC,19,wPccxlgU
BTC,ZEN,756,wPccxlgU
GOOG,Cash,110,vk49No9e
Cash,GOOG,190,wPccxlgU
Cash,GOOG,494,wPccxlgU
Cash,GOOG,96,vk49No9e
GOOG,Cash,144,vk49No9e
GOOG,Cash,30,vk49No9e
Cash,FB,81,vk49No9e
TWTR,BTC,58,wPccxlgU
Cash,GOOG,81,wPccxlgU
Cash,FB,35,vk49No9e
TWTR,BTC,40,wPccxlgU
TWTR,BTC,25,wPccxlgU
TWTR,BTC,38,wPccxlgU
TWTR,BTC,49,wPccxlgU
Cash,GOOG,1666,vk49No9e
TWTR,BTC,171,wPccxlgU
TWTR,BTC,140,wPccxlgU
TWTR,BTC,64,wPccxlgU
BTC,TWTR,69,wPccxlgU
BTC,TWTR,821,wPccxlgU
FB,Cash,76,vk49No9e
FB,Cash,1197,vk49No9e
TWTR,BTC,642,wPccxlgU
TLSA,BTC,876,wPccxlgU
Cash,FB,31,vk49No9e
Cash,GOOG,128,vk49No9e
GOOG,Cash,63,vk49No9e
BTC,TWTR,239,wPccxlgU
TWTR,BTC,30,wPccxlgU
Cash,FB,144,vk49No9e
GOOG,Cash,112,vk49No9e
Cash,FB,336,YIgnIuj3
Cash,FB,24,vk49No9e
GOOG,Cash,268,vk49No9e
BTC,TWTR,104,vk49No9e
GOOG,Cash,408,wPccxlgU
Cash,FB,90,YIgnIuj3
GOOG,Cash,290,vk49No9e
BTC,TWTR,96,vk49No9e
TWTR,BTC,27,vk49No9e
Cash,GOOG,174,vk49No9e
BTC,MSFT,95,YIgnIuj3
Cash,GOOG,122,vk49No9e
BTC,TWTR,769,wPccxlgU
BTC,MSFT,85,YIgnIuj3
BTC,TWTR,176,wPccxlgU
TWTR,BTC,39,wPccxlgU
TLSA,BTC,193,vk49No9e
Cash,GOOG,163,vk49No9e
BTC,TWTR,54,wPccxlgU
Cash,GOOG,52,vk49No9e
GOOG,Cash,213,vk49No9e
GOOG,Cash,213,vk49No9e
TWTR,BTC,341,YIgnIuj3
GOOG,Cash,79,wPccxlgU
Cash,GOOG,79,wPccxlgU
TWTR,BTC,60,YIgnIuj3
BTC,MSFT,83,YIgnIuj3
Cash,GOOG,83,vk49No9e
MSFT,BTC,271,YIgnIuj3
MSFT,BTC,165,YIgnIuj3
GOOG,Cash,673,vk49No9e
TWTR,BTC,70,YIgnIuj3
TWTR,BTC,92,YIgnIuj3
BTC,MSFT,103,YIgnIuj3
BTC,MSFT,243,YIgnIuj3
MSFT,BTC,199,YIgnIuj3
MSFT,BTC,324,vk49No9e
TWTR,BTC,265,vk49No9e
BTC,MSFT,212,wPccxlgU
BTC,MSFT,212,wPccxlgU
TWTR,BTC,29,wPccxlgU
MSFT,BTC,154,YIgnIuj3
GOOG,Cash,326,vk49No9e
GOOG,Cash,600,vk49No9e
TWTR,BTC,91,YIgnIuj3
BTC,TWTR,94,YIgnIuj3
TWTR,BTC,70,YIgnIuj3
BTC,TWTR,143,YIgnIuj3
BTC,TWTR,220,YIgnIuj3
GOOG,Cash,995,vk49No9e
FB,Cash,287,YIgnIuj3
Cash,GOOG,17195,vk49No9e
FB,Cash,494,YIgnIuj3
GOOG,Cash,134,wPccxlgU
BTC,TWTR,48,wPccxlgU
TLSA,BTC,116,wPccxlgU
FB,Cash,374,YIgnIuj3
TWTR,BTC,73,wPccxlgU
BTC,TWTR,21,wPccxlgU
Cash,FB,267,YIgnIuj3
BTC,TWTR,22,wPccxlgU
FB,Cash,322,YIgnIuj3
GOOG,Cash,162,YIgnIuj3
GOOG,Cash,767,wPccxlgU
Cash,FB,64,YIgnIuj3
FB,Cash,99,YIgnIuj3
FB,Cash,69,YIgnIuj3
Cash,FB,61,YIgnIuj3
TLSA,BTC,382,wPccxlgU
TLSA,BTC,21,wPccxlgU
FB,Cash,143,YIgnIuj3
Cash,GOOG,83,wPccxlgU
Cash,GOOG,77,wPccxlgU
Cash,FB,200,YIgnIuj3
BTC,TWTR,36,wPccxlgU
FB,Cash,180,YIgnIuj3
GOOG,Cash,300,wPccxlgU
Cash,GOOG,300,wPccxlgU
BTC,TWTR,21,wPccxlgU
GOOG,Cash,46,wPccxlgU
BTC,TWTR,28,wPccxlgU
TWTR,BTC,61,cOgK1y9h
Cash,FB,617,YIgnIuj3
FB,Cash,71,YIgnIuj3
Cash,FB,38,YIgnIuj3
FB,Cash,68,YIgnIuj3
TWTR,BTC,56,BMcMDnnf
FB,Cash,608,YIgnIuj3
BTC,TWTR,1318,wPccxlgU
GOOG,Cash,61,wPccxlgU
MSFT,BTC,384,YIgnIuj3
BTC,MSFT,97,YIgnIuj3
TWTR,BTC,114,vk49No9e
Cash,FB,74,YIgnIuj3
Cash,FB,132,YIgnIuj3
TWTR,BTC,84,YIgnIuj3
BTC,MSFT,214,YIgnIuj3
FB,Cash,176,YIgnIuj3
BTC,MSFT,114,YIgnIuj3
TWTR,BTC,57,vk49No9e
BTC,TWTR,52,vk49No9e
TWTR,BTC,47,vk49No9e
